Trailing P/E Ratio,Forward P/E Ratio,Price to Book Ratio,Earnings Per Share Trailing,Earnings Per Share Forward,Return on Equity,Debt to Equity Ratio,Free Cash Flow,Operating Margin,Price to Sales Ratio,Quick Ratio,Interest Coverage Ratio,Enterprise Value,Enterprise Value to EBITDA,PEG Ratio,Total Debt,Total Stockholder Equity,Symbol,Error
Not Available,7.813857,0.7126842,Not Available,3.12,-0.03158,109.255,260987504,0.104370005,0.7405382,1.569,Not Available,6778638848,11.853,Not Available,3632800000.0,Not Available,PRGO,
Not Available,24.906874,7.2289433,Not Available,3.69,-0.50845003,292.633,76912496,-0.19205,4.7050905,3.672,Not Available,8191566848,-119.76,Not Available,2503200000.0,Not Available,LITE,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,DHCNL,
10.261276,Not Available,1.4926252,Not Available,Not Available,0.16203,Not Available,Not Available,0.639,5.134271,Not Available,Not Available,4150024448,Not Available,Not Available,119613000.0,Not Available,IBOC,
Not Available,-27.523975,Not Available,Not Available,0.79,Not Available,Not Available,-1158800000,-0.23541,0.6121538,0.539,Not Available,8894368768,-11.929,Not Available,3923700000.0,Not Available,SPR,
8.152382,1.0574403,0.16631047,Not Available,1.4,0.14041,65.468,-4372004352,0.44694,0.20576105,1.104,Not Available,8242953728,1.358,Not Available,3495759000.0,Not Available,STNE,
37.605534,34.81158,5.061296,Not Available,10.58,0.14532,38.058,101493624,0.18652001,4.1689944,1.257,Not Available,4561895424,20.117,Not Available,107666000.0,Not Available,KAI,
Not Available,30.038464,Not Available,Not Available,1.86,Not Available,Not Available,Not Available,Not Available,Not Available,3.813,Not Available,4651708416,Not Available,Not Available,1247000000.0,Not Available,LLYVK,
4.06098,Not Available,0.62209636,Not Available,Not Available,0.11863,Not Available,Not Available,0.37997,Not Available,Not Available,Not Available,4284688896,Not Available,Not Available,538000000.0,Not Available,ZIONO,
29.676659,25.429358,5.702119,Not Available,5.47,0.19867,21.883,-7617625,0.24962,3.127081,1.522,Not Available,4704100352,16.775,Not Available,127897000.0,Not Available,IPAR,
Not Available,10.653817,0.45138508,Not Available,0.27,-0.38751,169.373,826638656,0.00233,3.719691,5.215,Not Available,11398305792,28.508,Not Available,8549816000.0,Not Available,MPW,
Not Available,-11.689631,7.502296,Not Available,-0.6,-0.50451,4.611,-258778624,-5596.25,5616.1304,15.741,Not Available,5576777216,-10.31,Not Available,,Not Available,JOBY,
Not Available,-65.26223,0.6069681,Not Available,-0.57,-0.04596,34.451,375800000,-0.042519998,0.10228333,0.581,Not Available,4804978688,322.482,Not Available,1245900000.0,Not Available,PBF,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,ZIONL,
Not Available,19.293264,0.9884944,Not Available,0.84,-0.01343,68.102,116250000,0.03182,0.51634663,0.743,Not Available,5272371200,16.845,Not Available,1676000000.0,Not Available,HUN,
5.9768367,5.5127244,1.7993264,Not Available,16.81,0.35426,81.608,-514852512,0.19466,1.0752397,0.841,Not Available,5263620608,5.059,Not Available,1240261000.0,Not Available,CPA,
69.0,26.867664,5.8616505,Not Available,1.47,0.13844,28.666,538433472,0.0312,2.8566327,0.523,Not Available,1295075840,13.726,Not Available,31294000.0,Not Available,HGTY,
Not Available,75.147064,1.4582778,Not Available,1.02,-0.16083999,197.953,705148224,0.32149,3.2148244,0.757,Not Available,8783823872,19.099,Not Available,5302620000.0,Not Available,HHH,
Not Available,36.682796,Not Available,Not Available,1.86,Not Available,Not Available,Not Available,Not Available,Not Available,3.813,Not Available,4582029312,Not Available,Not Available,1247000000.0,Not Available,LLYVA,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,ASBA,
12.14082,13.573136,1.0035213,Not Available,5.86,0.08383001,15.343,177869744,0.54827,6.2061725,2.105,Not Available,2104847104,8.557,Not Available,300880000.0,Not Available,IIPR,
15.147751,13.284357,2.1218393,Not Available,5.37,0.10988,32.417,289755616,0.10658,1.3325095,1.951,Not Available,4004827136,12.137,Not Available,396946000.0,Not Available,KFY,
14.618037,Not Available,2.0900333,Not Available,Not Available,0.15306,91.955,-222242880,0.06337,0.596585,0.267,Not Available,6123681792,8.668,Not Available,414002000.0,Not Available,RUSHB,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,RBCP,
25.511906,14.728522,2.8943815,Not Available,1.67,0.090270005,55.928,1112999936,0.02723,0.09907094,0.896,Not Available,25118689280,9.878,Not Available,7305000000.0,Not Available,PAGP,
42.011627,19.566748,Not Available,Not Available,1.85,Not Available,Not Available,62928000,0.12397,4.4069767,3.001,Not Available,4519426048,19.738,Not Available,1477798000.0,Not Available,DOCN,
100.96667,24.055004,3.9197671,Not Available,4.98,0.03985,56.907,75177248,0.05035,3.1010542,3.145,Not Available,4569647616,33.631,Not Available,895679000.0,Not Available,AEIS,
13.700856,8.891232,1.8176664,Not Available,1.94,0.14731,78.084,383513760,0.07831,0.56869024,0.533,Not Available,5076173824,7.525,Not Available,,Not Available,AEO,
45.920456,9.457543,2.186925,Not Available,3.79,0.04933,337.494,-1103750016,0.17006999,0.9391043,2.787,Not Available,10501925888,10.673,Not Available,4515000000.0,Not Available,HGV,
44.892857,40.548386,1.8789237,Not Available,0.31,0.042,Not Available,Not Available,0.35844,11.585517,Not Available,Not Available,7857361408,Not Available,Not Available,4821600000.0,Not Available,TFSL,
19.380795,18.251158,16.994774,Not Available,3.14,1.08333,231.801,193750000,0.26667,2.4291167,1.346,Not Available,4664998400,11.84,Not Available,577000000.0,Not Available,FTDR,
15.253164,11.66082,4.61509,Not Available,1.99,0.35018003,446.414,324500000,0.06266,0.2657247,0.297,Not Available,7595874304,6.582,Not Available,2612000000.0,Not Available,JWN,
21.04023,74.505974,4.317726,Not Available,0.85,0.13402,192.104,268906752,0.3738,6.843167,0.886,Not Available,7321922048,14.789,Not Available,3277205000.0,Not Available,NSA,
20.193966,17.02021,1.4761019,Not Available,2.68,0.08180001,127.308,318129888,0.52634996,5.204536,0.934,Not Available,6586651648,12.813,Not Available,2816095000.0,Not Available,EPR,
23.821304,22.401468,2.0549,Not Available,3.14,0.09932999,92.144,161942368,0.62553,9.545791,1.498,Not Available,4590908416,17.918,Not Available,890051000.0,Not Available,NHI,
21.219948,11.972584,1.9247454,Not Available,6.63,0.1016,13.437,168032256,0.045879997,0.591197,1.281,Not Available,4236808448,9.05,Not Available,299823000.0,Not Available,SANM,
21.06731,16.481989,1.3423327,Not Available,3.99,0.035469998,53.004,16812500,0.12425999,2.4242158,0.714,Not Available,6058141184,13.514,Not Available,1679900000.0,Not Available,ALE,
Not Available,-6.3475823,11.288288,Not Available,-6.32,-2.65452,8.01,-397263872,Not Available,Not Available,2.522,Not Available,3447681280,-4.097,Not Available,Not Available,Not Available,BHVN,
8.777101,9.817438,1.7100953,Not Available,7.32,0.21895,Not Available,Not Available,0.53854,3.6498632,Not Available,Not Available,2039435776,Not Available,Not Available,385679000.0,Not Available,AX,
Not Available,-134.10818,28.57143,Not Available,-0.23,-0.37453997,112.065,-65306500,-0.49518,29.616648,1.952,Not Available,12025962496,-78.059,Not Available,87587000.0,Not Available,RKLB,
19.165855,16.46948,2.2433481,Not Available,4.77,0.12605,61.26,189474128,0.29719,3.4954784,2.012,Not Available,4891620352,13.705,Not Available,1125804000.0,Not Available,PBH,
3.7809591,5.4499736,0.8796736,Not Available,9.3,0.27290002,31.743,557025280,0.3797,1.9390686,1.897,Not Available,3110440960,3.55,Not Available,939188000.0,Not Available,STNG,
10.290781,8.016575,0.78674835,Not Available,1.78,0.07929,23.004,-110993000,0.30526,2.5026276,2.416,Not Available,3145513984,5.477,Not Available,641694000.0,Not Available,EGO,
34.05,17.68831,1.8506151,Not Available,5.0,0.051090002,102.686,Not Available,0.13325,3.2647994,0.56,Not Available,4835624960,Not Available,Not Available,1369536000.0,Not Available,WD,
Not Available,151.60681,9.950372,Not Available,0.25,-0.26466998,19.372,83502872,-0.19209999,8.518325,1.954,Not Available,3877814016,-29.285,Not Available,Not Available,Not Available,BRZE,
15.531916,13.956068,11.406251,Not Available,1.04,0.64339995,1577.076,231371248,0.16178,1.3449218,1.774,Not Available,6591992320,13.075,Not Available,2732814000.0,Not Available,WEN,
Not Available,56.98989,15.941217,Not Available,0.4,-1.885,4.114,-72342248,0.18197,12.706498,1.702,Not Available,4395811840,65.446,Not Available,Not Available,Not Available,CLBT,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,DHCNI,
54.999996,-68.27586,1.7812161,Not Available,-0.2,0.034760002,170.549,227647248,0.13712,6.4721584,0.207,Not Available,8842158080,24.454,Not Available,4225684000.0,Not Available,MAC,
15.511999,10.272847,1.4994392,Not Available,3.74,0.11979,160.164,807787520,0.06994,0.88494843,0.693,Not Available,6925245952,7.736,Not Available,4150600000.0,Not Available,CNO,
33.01887,13.409963,0.937634,Not Available,1.3,0.02952,Not Available,Not Available,0.03873,5.713394,Not Available,Not Available,2732981760,Not Available,Not Available,48121000.0,Not Available,EBC,
20.64376,15.557649,4.028797,Not Available,7.26,0.22108,57.949,138320368,0.0538,2.3574543,5.194,Not Available,4973250048,14.77,Not Available,414675000.0,Not Available,LRN,
211.59999,56.74139,1.6264411,Not Available,0.79,0.0077100005,51.545,107272000,0.028889999,3.149234,0.734,Not Available,4229831168,30.77,Not Available,858113000.0,Not Available,PCH,
12.572917,-26.450155,0.005058796,Not Available,-0.75,0.12724,54.253,375745380352,-0.038039997,0.002425427,0.37,Not Available,2620604022784,6.194,Not Available,1568724000000.0,Not Available,TEO,
21.708544,17.216871,3.2034013,Not Available,7.53,0.15726,51.016,188599632,0.18105,2.0079331,1.098,Not Available,4539781120,11.368,Not Available,467239000.0,Not Available,DORM,
6.8919706,8.282471,1.5921354,Not Available,5.44,0.26914,32.09,83300000,0.09983,0.61732954,1.026,Not Available,3429627904,5.307,Not Available,620400000.0,Not Available,TEX,
Not Available,115.62852,4.0302076,Not Available,1.16,-0.20243,Not Available,79115624,-0.17854,8.658463,3.538,Not Available,4002694912,-26.801,Not Available,,Not Available,SLAB,
18.061424,14.542039,3.2790616,Not Available,4.93,0.1917,12.156,139203008,0.19282,2.6174333,1.646,Not Available,3410770176,12.481,Not Available,90935000.0,Not Available,BRC,
Not Available,72.45552,11.795141,Not Available,0.94,-0.0538,5.475,89851248,-0.0688,11.662622,1.213,Not Available,4992332800,-412.181,Not Available,,Not Available,INTA,
7.7613487,7.079562,1.807582,Not Available,8.39,0.26507,19.263,-113292128,0.21736,1.34347,0.328,Not Available,3003331072,6.841,Not Available,349188000.0,Not Available,GRBK,
68.87787,35.664032,8.609734,Not Available,1.9,0.13644,92.584,47571376,0.08862001,2.8634408,1.241,Not Available,5273280000,25.812,Not Available,486961000.0,Not Available,ROAD,
Not Available,23.835052,0.79641753,Not Available,0.59,-0.00749,28.538,-79288376,0.03396,2.7492607,2.351,Not Available,3606172672,20.086,Not Available,888391000.0,Not Available,NEOG,
13.364705,Not Available,0.899517,Not Available,Not Available,0.06761,63.132,1317204,0.83635,12.576056,0.465,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NAN,
Not Available,11.735711,1.1072971,Not Available,1.43,-0.05784,51.818,66396376,-0.02586,0.4667782,0.963,Not Available,1876052224,15.262,Not Available,597049000.0,Not Available,EVH,
63.295456,28.418367,13.787129,Not Available,0.46,0.26348,2.581,126814128,0.05572,4.89909,1.694,Not Available,5841930240,97.819,Not Available,Not Available,Not Available,HIMS,
21.0,20.833883,0.98994344,Not Available,0.78,0.04621,62.654,221901504,0.50501996,7.3174443,1.775,Not Available,5038410240,14.089,Not Available,1910758000.0,Not Available,BNL,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,AXNX,
44.4023,38.374172,13.622099,Not Available,6.04,0.31606,44.608,78835000,0.15418,5.3165708,1.591,Not Available,3316150272,31.342,Not Available,85977000.0,Not Available,WDFC,
26.955341,21.316048,3.7338011,Not Available,23.41,0.14376001,3.871,87199872,0.09656,2.0873084,1.65,Not Available,3517236480,19.275,Not Available,,Not Available,CVCO,
22.552238,94.4375,1.3739486,Not Available,0.39,0.059439998,135.218,337919872,0.24688,3.9418752,1.319,Not Available,6581123072,13.956,Not Available,3213206000.0,Not Available,HIW,
268.27274,3.9255073,Not Available,Not Available,0.38,Not Available,228.622,Not Available,0.027579999,0.06622186,0.525,Not Available,7922855936,4.457,Not Available,4917770000.0,Not Available,TBBB,
28.41124,25.922514,1.9632521,Not Available,8.57,0.07075,3.263,130124248,0.08447,1.70143,1.613,Not Available,3702604544,11.358,Not Available,Not Available,Not Available,UNF,
,,,,,,,,,,,,,,,,,GMS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NOG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BANF,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GBTG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,LBRDP,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CAMT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,UCB,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CNK,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SKT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CCOI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CMBT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NWE,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,VCTR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ENV,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,INST,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,DYN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,APLE,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GHC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,PLXS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CALM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,TFPM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CWEN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NCNO,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SITM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,JOE,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AUB,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,MRUS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,UAA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,MAN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CBZ,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FGN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,IDCC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,HESM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BVN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SMPL,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CDP,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,URBN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GVA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GLNG,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,DJT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FRSH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,OR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BSM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,BXMT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,KTOS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,APAM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,POWI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NMIH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ACVA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SHOO,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FULT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,YETI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,MGEE,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NSP,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,LBRT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FBP,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,RWTN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,IRDM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,OTTR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,RWTO,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GFF,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CXT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AROC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,TCBI,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ALVO,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FOLD,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,STR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,MCY,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,DFH,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FORM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CWT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ABM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,EAT,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NVST,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NXE,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,CCS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,JJSF,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NPO,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,COMP,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ACLS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,GSHD,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,ASB,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,NWL,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,UA,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,AHR,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,TGS,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,IESC,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SLVM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,PAM,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,PTEN,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,SKYW,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,MLTX,Expecting value: line 1 column 1 (char 0)
,,,,,,,,,,,,,,,,,FIBK,Expecting value: line 1 column 1 (char 0)
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,645085000.0,Not Available,SXT,
37.013195,21.878218,2.83098,Not Available,11.86,0.07525,3.766,138086256,0.14606,1.4464087,1.326,Not Available,2640198656,10.718,Not Available,Not Available,Not Available,SAM,
10.171569,10.400585,1.7956041,Not Available,2.0,0.18363,94.917,227136000,0.84253997,7.0332856,1.482,Not Available,5042742272,12.153,Not Available,Not Available,Not Available,HTGC,
22.708773,16.015839,2.4875565,Not Available,8.06,0.11528,63.532,178079872,0.08902001,1.213221,1.151,Not Available,3040329216,13.296,Not Available,404407000.0,Not Available,ICFI,
31.0,17.727976,4.424301,Not Available,1.3,0.15234,55.487,192987504,0.13441,2.7312856,2.011,Not Available,3723451392,13.491,Not Available,448700000.0,Not Available,MWA,
36.472225,18.41895,2.6226282,Not Available,5.11,0.0721,38.958,264573120,0.07997,1.2970221,1.124,Not Available,3285051392,14.03,Not Available,361862000.0,Not Available,AMED,
13.2578125,9.246394,1.0683033,Not Available,2.05,0.07823,80.498,219837504,0.14977999,0.891575,0.725,Not Available,4532114432,9.763,Not Available,2056300000.0,Not Available,NOMD,
1.1232677,-9.333333,0.32578802,Not Available,-0.74,0.31246,12.695,573486144,0.15335,1.7923859,395.099,Not Available,255532992,0.966,Not Available,1626275000.0,Not Available,SITC,
15.766666,7.8942533,0.25460222,Not Available,0.56,0.08562,Not Available,Not Available,0.29298002,0.5416687,Not Available,Not Available,14082472960,Not Available,Not Available,8202454000.0,Not Available,INTR,
Not Available,19.489624,Not Available,Not Available,-0.12,-5.48765,Not Available,1060076992,0.0475,0.02184774,0.731,Not Available,52213358592,8.75,Not Available,53208000000.0,Not Available,BAK,
25.297297,22.690908,3.2181537,Not Available,3.28,0.1348,107.642,-131743872,0.34216,4.9004865,0.488,Not Available,3760431872,16.557,Not Available,867055000.0,Not Available,AWR,
12.3466835,229.41861,1.5488601,Not Available,0.43,0.13235,23.454,69427624,0.066989996,1.2452388,1.526,Not Available,1508473600,13.994,Not Available,Not Available,Not Available,NHC,
Not Available,108.16011,9.621027,Not Available,0.38,-0.27214,174.809,253273120,-0.19850999,9.494622,4.517,Not Available,6339492352,-44.151,Not Available,652999000.0,Not Available,UPST,
26.265625,19.62868,6.4406133,Not Available,4.22,0.2662,20.556,94236128,0.28404,4.673336,1.451,Not Available,3947328768,16.516,Not Available,163004000.0,Not Available,TGLS,
Not Available,-17.380337,Not Available,Not Available,-2.71,-6.09276,Not Available,-151071872,-0.61098,6.5431376,5.669,Not Available,4838578176,-12.525,Not Available,1139966000.0,Not Available,GH,
4.133333,6.941248,0.9791191,Not Available,0.8,0.26791,28.415,171750000,0.31693,2.1973708,0.564,Not Available,3633595904,7.937,Not Available,825800000.0,Not Available,IAG,
60.867348,26.278574,10.123897,Not Available,2.27,0.40104,230.823,136111008,0.05277,5.827431,2.605,Not Available,3828223232,63.57,Not Available,1140608000.0,Not Available,BL,
Not Available,-8.367854,1.6226499,Not Available,-2.72,-0.21098,1.592,-90681248,-57.305973,488.79587,22.628,Not Available,1015824320,-4.569,Not Available,Not Available,Not Available,IDYA,
Not Available,49.31486,4.831096,Not Available,0.66,-0.08128,2.095,105298000,-0.25276,8.918613,1.919,Not Available,3201752064,-55.039,Not Available,Not Available,Not Available,FROG,
34.02538,24.256922,3.4518626,Not Available,4.81,0.08659001,22.133,51208876,0.088149995,3.4548202,1.322,Not Available,3774373632,19.495,Not Available,102000000.0,Not Available,ESE,
12.328018,12.908765,1.192885,Not Available,4.22,0.10722999,Not Available,Not Available,0.36143002,3.2794187,Not Available,Not Available,3396494592,Not Available,Not Available,895076000.0,Not Available,WSFS,
Not Available,17.048145,0.8808334,Not Available,2.65,-0.45786998,87.231,158724992,0.07124,0.9970232,0.669,Not Available,5441095168,9.277,Not Available,2274800000.0,Not Available,QDEL,
12.204546,11.673914,1.2184546,Not Available,4.21,0.10543,Not Available,Not Available,0.60751,4.754443,Not Available,Not Available,2343947776,Not Available,Not Available,674923000.0,Not Available,CATY,
68.12501,Not Available,6.6962457,Not Available,Not Available,-0.059970003,4.191,25947680,-0.115550004,Not Available,1.774,Not Available,2293836800,364.048,Not Available,10735241.0,Not Available,POWWP,
6.711584,8.837446,1.9561322,Not Available,11.72,0.36486998,58.983,274171488,0.20451,0.9006508,1.732,Not Available,3670897152,4.42,Not Available,764838000.0,Not Available,ATKR,
35.05263,11.319216,1.7951481,Not Available,1.18,0.05387,198.655,493637504,0.03809,0.32625002,1.103,Not Available,5665065984,12.149,Not Available,3096900000.0,Not Available,CWK,
14.70751,14.848363,1.1654347,Not Available,2.58,0.079780005,121.748,-102518624,0.1278,1.5325118,0.231,Not Available,6015173632,10.438,Not Available,2566905000.0,Not Available,AVA,
19.98276,17.725271,1.8405225,Not Available,7.89,0.14315,141.516,209858256,0.08094,0.85334724,0.812,Not Available,3622694912,8.303,Not Available,1018356000.0,Not Available,PATK,
39.887215,29.28399,23.72894,Not Available,5.29,0.22805999,40.125,Not Available,0.15144,4.6529837,1.409,Not Available,4698049536,Not Available,Not Available,Not Available,Not Available,PJT,
Not Available,27.5189,0.9773959,Not Available,0.78,-0.16457,369.728,-187362496,0.04124,0.4846748,0.789,Not Available,13474669568,32.244,Not Available,2718000000.0,Not Available,PENN,
10.606414,9.466563,1.2315922,Not Available,3.57,0.12099,61.093,184675248,0.16160999,1.303313,2.078,Not Available,4864644096,5.819,Not Available,1782182000.0,Not Available,HP,
20.210861,15.8070965,1.8622861,Not Available,3.87,0.09964,Not Available,Not Available,0.33333,4.7073255,Not Available,Not Available,3926940160,Not Available,Not Available,407603000.0,Not Available,CBU,
Not Available,36.08725,1.521628,Not Available,2.1,-0.06576,0.778,233577120,-0.12002,3.0888832,6.147,Not Available,2214804224,23.692,Not Available,,Not Available,IPGP,
Not Available,56.351566,2.4537666,Not Available,0.53,-0.23461,42.554,-142375008,0.01154,1.0498617,1.26,Not Available,4701517312,43.533,Not Available,356000000.0,Not Available,RXO,
20.733166,17.177685,2.2692904,Not Available,4.84,0.118360005,69.624,108000000,-0.0551,3.4005058,3.903,Not Available,3498458368,72.282,Not Available,966900000.0,Not Available,SYNA,
Not Available,Not Available,0.5283453,Not Available,Not Available,-0.00021,39.794,-236624992,0.0144299995,0.2699904,1.406,Not Available,3035914496,12.341,Not Available,997000000.0,Not Available,SEB,
Not Available,-10.88111,3.128909,Not Available,-3.56,-0.26709998,1.189,-104091504,Not Available,Not Available,23.091,Not Available,2468334336,-10.563,Not Available,Not Available,Not Available,XENE,
Not Available,-22.313229,298.0328,Not Available,-2.67,-1.4789599,74.181,-143164880,-1.31981,29.786459,3.255,Not Available,3308230656,-12.535,Not Available,Not Available,Not Available,RYTM,
