Trailing P/E Ratio,Forward P/E Ratio,Price to Book Ratio,Earnings Per Share Trailing,Earnings Per Share Forward,Return on Equity,Debt to Equity Ratio,Free Cash Flow,Operating Margin,Price to Sales Ratio,Quick Ratio,Interest Coverage Ratio,Enterprise Value,Enterprise Value to EBITDA,PEG Ratio,Total Debt,Total Stockholder Equity,Symbol,Error
Not Available,12.085179,1.3997533,Not Available,4.78,-0.03491,187.768,-2843319296,0.21024,1.8241988,0.326,Not Available,49802043392,12.003,Not Available,23955898000.0,Not Available,ES,
37.868347,28.361538,10.8869095,Not Available,13.4,0.31418,0.406,349279360,0.18504,5.749251,1.231,Not Available,20968865792,29.495,Not Available,,Not Available,ERIE,
22.036709,13.694388,1.6733112,Not Available,15.07,0.07985,36.998,1071347776,0.14448,1.9689649,1.291,Not Available,19276673024,11.44,Not Available,3665439000.0,Not Available,ICLR,
21.366337,19.078606,0.8917355,Not Available,1.82,0.044120003,36.293,-376249984,0.13856,1.3295752,2.236,Not Available,25306867712,3.756,Not Available,9516000000.0,Not Available,TECK,
73.55555,14.317731,1.527105,Not Available,3.61,Not Available,82.987,Not Available,0.04302,1.6764522,0.809,Not Available,41446555648,19.073,Not Available,3946277565.909468,Not Available,SW,
22.484346,15.482789,21.94679,Not Available,7.58,1.2042199,285.038,1226625024,0.19468,3.8923678,0.821,Not Available,25565870080,16.16,Not Available,1992000000.0,Not Available,NTAP,
29.954954,18.214188,1.7407466,Not Available,1.83,0.05864,117.528,-685124992,0.22167999,2.962751,0.807,Not Available,40557502464,12.38,Not Available,14611000000.0,Not Available,PPL,
Not Available,30.782482,4.044243,Not Available,4.06,-0.094969995,Not Available,644174976,0.65809995,22.39127,21.888,Not Available,22894440448,24.823,Not Available,Not Available,Not Available,FNV,
35.23025,21.125725,3.138118,Not Available,9.97,0.092700005,36.303,653338240,0.16981001,3.8852553,1.36,Not Available,22935623680,17.301,Not Available,3120162000.0,Not Available,STE,
37.021164,32.896717,14.351839,Not Available,6.36,0.4357,11.633,702529344,0.23266001,6.8481383,2.052,Not Available,30922887168,26.997,Not Available,,Not Available,DECK,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SOJE,
26.536783,21.617601,4.844912,Not Available,9.18,0.19518,38.137,751675008,0.29118,5.1549044,0.511,Not Available,21198403584,16.428,Not Available,1439200000.0,Not Available,CBOE,
41.36986,33.64003,2.2109964,Not Available,0.86,0.052989997,51.335,491624992,0.053540003,3.0518467,1.27,Not Available,26161776640,21.201,Not Available,5069000000.0,Not Available,WY,
16.366812,11.790131,1.4657229,Not Available,2.36,0.122489996,78.682,1098749952,0.34707,2.214928,0.491,Not Available,37240303616,11.822,Not Available,9849000000.0,Not Available,PBA,
13.421165,14.161026,18.773415,Not Available,4.3,Not Available,Not Available,2118875008,0.40243,3.3682735,0.445,Not Available,43121655808,10.146,Not Available,15606000000.0,Not Available,CQP,
12.413377,11.921146,2.4537258,Not Available,9.35,0.20495,3.247,1782687488,0.33613,3.6391635,1.904,Not Available,23308173312,8.801,Not Available,Not Available,Not Available,TROW,
150.67778,49.583183,107.96974,Not Available,2.42,0.35808998,419.155,688150144,0.08307,1.3412354,0.845,Not Available,35636154368,23.22,Not Available,5459026000.0,Not Available,LYV,
17.95139,12.710823,3.8098748,Not Available,1.72,0.20120001,352.355,-506249984,0.27609,1.3812574,0.202,Not Available,61533511680,10.468,Not Available,28483000000.0,Not Available,CCL,
7.7250943,0.004128055,0.00044698044,Not Available,11.35,0.07356,Not Available,Not Available,0.59091,0.0016853375,Not Available,Not Available,43256146558976,Not Available,Not Available,120800194000000.0,Not Available,KB,
34.878376,13.811777,1.0211672,Not Available,3.78,0.030199999,59.01,1456125056,0.03894,1.0004637,0.758,Not Available,39746969600,8.743,Not Available,8913000000.0,Not Available,NTR,
22.157646,19.088604,2.1240554,Not Available,4.92,0.09838,152.976,-2085374976,0.31766,3.5614352,0.304,Not Available,43547586560,13.342,Not Available,15121000000.0,Not Available,AEE,
24.935373,23.513298,3.628669,Not Available,3.12,0.15067,84.828,588337472,0.17282,2.9455616,0.274,Not Available,24125954048,18.994,Not Available,3339900000.0,Not Available,MKC,
18.727678,17.504038,0.9993092,Not Available,2.44,0.07539,131.259,-135000000,0.30061,1.8392055,0.452,Not Available,55500734464,10.76,Not Available,27235000000.0,Not Available,FTS,
24.75,8.088071,2.683836,Not Available,1.5,0.054819997,31.718,1713374976,0.26948,1.9099619,0.993,Not Available,43955601408,11.69,Not Available,3941000000.0,Not Available,PUK,
43.499996,42.50814,1.934886,Not Available,0.74,0.04369,90.848,943140608,0.26127002,7.510803,1.089,Not Available,27208980480,19.33,Not Available,8546052000.0,Not Available,INVH,
11.989637,10.132014,1.3608563,Not Available,2.1,0.086660005,53.696,1913250048,0.07808,1.0488193,0.469,Not Available,36950175744,7.527,Not Available,13504000000.0,Not Available,HPE,
15.25641,13.694784,2.6916988,Not Available,4.35,0.20537001,36.284,3352101376,0.15609999,1.7186652,0.232,Not Available,23354777600,Not Available,Not Available,2831641000.0,Not Available,WRB,
47.58673,21.01144,2.3432317,Not Available,4.08,0.0465,36.711,148775008,0.19195999,4.893432,0.875,Not Available,23358732288,22.834,Not Available,2548000000.0,Not Available,COO,
71.47253,7.7696066,1.932838,Not Available,8.81,0.033239998,Not Available,-149000000,0.15403,1.5671068,0.683,Not Available,Not Available,Not Available,Not Available,5684000000.0,Not Available,WDC,
24.76,13.339719,1.0779382,Not Available,3.5,0.044710003,52.863,1419750016,0.03944,0.37221473,0.861,Not Available,28017272832,8.911,Not Available,9713000000.0,Not Available,TSN,
31.443567,24.591875,7.301593,Not Available,17.72,0.25344,64.783,567162496,0.21149,4.1621284,0.96,Not Available,25134323712,19.85,Not Available,2023200000.0,Not Available,HUBB,
20.908398,12.808492,1.7671822,Not Available,8.6,0.08713,53.611,1221187456,0.17997,2.871509,0.574,Not Available,27888715776,10.905,Not Available,5012600000.0,Not Available,ZBH,
16.058708,14.045994,4.265073,Not Available,11.65,0.27435,97.541,1511692800,0.10113,1.1289041,1.103,Not Available,22896979968,9.747,Not Available,3177411000.0,Not Available,BLDR,
62.067074,39.332138,0.9624076,Not Available,3.44,0.02132,58.757,1365915392,0.27855,5.7654514,2.62,Not Available,35052204032,18.399,Not Available,11215690000.0,Not Available,ARE,
25.70041,18.91437,7.3392453,Not Available,9.94,0.29839,1.244,679500032,0.34404,8.183819,1.085,Not Available,19325435904,20.834,Not Available,Not Available,Not Available,CHKP,
14.319797,5.425313,1.3382987,Not Available,3.75,0.13529,407.554,2121624960,0.27081,0.7563983,0.55,Not Available,60113334272,6.673,Not Available,39755000000.0,Not Available,RCI,
32.651512,24.418709,2.0653632,Not Available,1.79,0.066479996,24.599,899124992,0.10696,3.5163016,1.74,Not Available,23244412928,9.921,Not Available,1801000000.0,Not Available,GFS,
49.976227,45.14479,8.860379,Not Available,7.52,0.17778,11.188,201687504,0.22319001,8.468415,2.047,Not Available,24175532032,32.463,Not Available,72800000.0,Not Available,WST,
30.772814,27.847742,30.596855,Not Available,23.36,1.65014,188.727,589687488,0.20125,4.4776187,0.815,Not Available,24231948288,22.975,Not Available,1110400000.0,Not Available,LII,
21.28404,18.81761,1.852201,Not Available,7.14,0.090179995,64.648,-1562511872,0.32149,5.517541,1.36,Not Available,29742475264,14.931,Not Available,7860517000.0,Not Available,ATO,
7.2318764,19.621082,1.5926719,Not Available,7.33,0.25135002,6.331,3040124928,0.31717,1.8089074,0.996,Not Available,21109282816,5.197,Not Available,790000000.0,Not Available,CINF,
Not Available,76.070915,17.223053,Not Available,3.24,-0.19561,89.869,290878752,-0.14942001,11.146683,4.76,Not Available,20448743424,-77.38,Not Available,1143273000.0,Not Available,MDB,
26.447218,16.748478,8.368278,Not Available,22.18,0.32836,253.558,846081856,0.45485002,6.6662254,0.632,Not Available,32449269760,15.703,Not Available,4596156000.0,Not Available,CPAY,
Not Available,-64.618004,32.03704,Not Available,-0.38,-0.7321,7.421,-62823624,Not Available,Not Available,8.262,Not Available,13579240448,-74.821,Not Available,100000000.0,Not Available,SMMT,
25.237726,10.811535,Not Available,Not Available,9.7,Not Available,Not Available,211250000,0.18635,2.84379,0.63,Not Available,25096087552,20.723,Not Available,5195000000.0,Not Available,STX,
10.129032,9.762467,0.21367814,Not Available,0.64,0.14068,25.917,-25827147776,0.23277001,0.06953722,1.71,Not Available,60036825088,0.632,Not Available,45235899000.0,Not Available,UMC,
16.514565,10.930331,1.3568921,Not Available,1.34,0.08545,Not Available,Not Available,0.37835,3.693916,Not Available,Not Available,30070343680,Not Available,Not Available,12394000000.0,Not Available,HBAN,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TELZ,
14.0239725,12.360156,5.7781854,Not Available,6.84,0.4241,131.896,1411750016,0.04048,0.4116391,0.291,Not Available,22488889344,8.41,Not Available,1152000000.0,Not Available,BBY,
16.1244,24.693165,79.036194,Not Available,6.71,Not Available,1107.373,920150016,0.22159,6.294708,0.339,Not Available,31303534592,30.823,Not Available,3798500000.0,Not Available,GDDY,
14.557985,10.918478,3.420128,Not Available,25.71,0.26454002,53.019,-191500000,0.0475,0.436054,1.496,Not Available,9686211584,5.34,Not Available,2180000000.0,Not Available,MOH,
19.396011,18.98992,2.5791788,Not Available,3.58,0.11501,187.096,-620000000,0.23465,2.720878,0.555,Not Available,36850274304,13.454,Not Available,14508000000.0,Not Available,CMS,
Not Available,19.180016,0.66503674,Not Available,-0.13,-0.27295,111.154,20279250944,0.05217,0.5900798,0.437,Not Available,61283131392,8.577,Not Available,41889000000.0,Not Available,WBD,
44.07643,32.44759,7.7704782,Not Available,4.25,0.19206,2.738,386689120,0.21449,8.23349,1.742,Not Available,22067820544,34.442,Not Available,,Not Available,TER,
60.189102,27.069063,7.017301,Not Available,7.0,0.12775,60.052,Not Available,0.30982,9.833339,Not Available,Not Available,24220538880,34.676,Not Available,1227072000.0,Not Available,PTC,
Not Available,27.028334,9.633515,Not Available,2.56,-0.0141900005,45.757,971770112,0.01176,7.282291,3.31,Not Available,10024150016,49.118,Not Available,Not Available,Not Available,TPG,
17.67426,14.686591,4.4844522,Not Available,10.45,0.27035,110.135,1144999936,0.12291,1.2721099,1.03,Not Available,24710150144,12.013,Not Available,4664000000.0,Not Available,LDOS,
25.936876,14.034527,2.9941704,Not Available,5.29,0.112749994,0.751,1882529408,0.17408001,5.2165666,4.371,Not Available,19946469376,23.375,Not Available,Not Available,Not Available,ZM,
Not Available,30.889435,10.162093,Not Available,4.42,-0.39511,125.835,343124992,0.23981,4.937554,1.696,Not Available,23410862080,32.07,Not Available,1489000000.0,Not Available,ILMN,
55.460205,21.907637,330.4742,Not Available,7.29,2.08451,1287.5,533375008,0.17367001,2.6562617,0.553,Not Available,22609670144,16.491,Not Available,2481000000.0,Not Available,CLX,
123.92,12.485592,2.0089488,Not Available,2.88,0.01627,166.129,102375000,0.08929,1.0501937,0.517,Not Available,27662004224,10.081,Not Available,11130000000.0,Not Available,BAX,
21.426771,19.391684,14.49297,Not Available,6.99,0.72942,301.126,809116224,0.13826,1.521071,1.485,Not Available,20441866240,14.988,Not Available,3349941000.0,Not Available,BAH,
13.672317,9.828569,1.2991893,Not Available,2.26,0.10042,Not Available,Not Available,0.46976003,3.3548672,Not Available,Not Available,Not Available,Not Available,Not Available,2330000000.0,Not Available,RF,
8.183357,17.971245,1.3921512,Not Available,98.43,0.19139,24.662,295365888,0.29739,1.3097378,1.086,Not Available,22186375168,4.913,Not Available,3779796000.0,Not Available,MKL,
22.620832,15.394824,2.4374802,Not Available,3.53,0.14048,90.836,754374976,0.11843,1.1753026,0.801,Not Available,20961546240,10.015,Not Available,7504000000.0,Not Available,BALL,
11.856115,9.171657,0.012030373,Not Available,1.8,0.19549999,47.385,21331250774016,0.28537,0.00010869359,0.607,Not Available,66245546213376,0.987,Not Available,27773000000000.0,Not Available,TLK,
33.108643,46.423138,3.351981,Not Available,6.02,0.10176,113.371,730355904,0.30375,10.770741,0.2,Not Available,24789602304,22.344,Not Available,6205735000.0,Not Available,ESS,
23.982288,21.907413,2.30293,Not Available,21.46,0.103140004,29.147,860562496,0.18947001,3.948784,1.218,Not Available,24326574080,18.073,Not Available,2644800000.0,Not Available,TDY,
Not Available,42.81095,2.8530154,Not Available,3.24,-0.00649,34.449,688875136,0.20017,4.1594067,0.972,Not Available,18702096384,28.523,Not Available,2713948000.0,Not Available,TKO,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,AQNB,
70.613335,18.627554,1.5529425,Not Available,2.52,0.018229999,67.324,343259872,-0.22052,6.8354006,0.359,Not Available,45458509824,17.476,Not Available,5502681000.0,Not Available,EQT,
95.40626,16.77952,7.12153,Not Available,1.8,0.07572,5.335,847125632,0.03198,5.940454,7.63,Not Available,18344818688,103.564,Not Available,Not Available,Not Available,PINS,
11.663934,9.854889,4.2156715,Not Available,8.64,0.33923998,155.236,1281712512,0.15456,1.0869709,0.788,Not Available,21936947200,9.063,Not Available,4889100000.0,Not Available,OMC,
83.61404,21.416086,4.403788,Not Available,4.56,0.057189997,121.901,710587520,0.18157,4.5297513,1.451,Not Available,23294736384,18.891,Not Available,5250800000.0,Not Available,TRU,
38.175385,33.837055,6.928769,Not Available,14.85,0.21219999,13.548,510909760,0.11043999,2.6641161,1.602,Not Available,19026290688,24.998,Not Available,15400000.0,Not Available,WSO,
83.01725,33.529243,5.902906,Not Available,0.73,0.07619,102.747,Not Available,0.25746,17.67585,0.547,Not Available,36093427712,Not Available,Not Available,Not Available,Not Available,HOOD,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,DUKB,
38.623325,31.403837,14.961301,Not Available,12.93,0.4964,120.473,647210112,0.28697002,8.257064,1.227,Not Available,25587812352,25.384,Not Available,2305513000.0,Not Available,WAT,
33.9009,27.10446,2.9574616,Not Available,4.15,0.08611,79.953,954962112,0.29549,8.269457,0.042,Not Available,22627940352,18.137,Not Available,4045225000.0,Not Available,MAA,
21.462696,17.55708,6.5521255,Not Available,22.83,0.31456,82.891,2728887552,0.2383,3.6189053,2.181,Not Available,18833408000,14.181,Not Available,1886700000.0,Not Available,CSL,
27.691502,20.792833,4.9750066,Not Available,11.24,0.18972,64.596,468875008,0.15579,2.6130433,1.806,Not Available,23193190400,14.273,Not Available,2472200000.0,Not Available,PKG,
72.45129,19.321663,30.853899,Not Available,73.12,0.445,0.091,190508368,0.73363,47.268284,11.452,Not Available,31925997568,58.202,Not Available,Not Available,Not Available,TPL,
21.003014,14.783673,3.177634,Not Available,4.72,0.13846,49.407,757962496,0.24355,3.9471529,3.069,Not Available,17917896704,14.419,Not Available,2497100000.0,Not Available,HOLX,
15.273195,13.9075,3.5097277,Not Available,8.47,0.24416,127.177,485518752,0.063319996,0.7071646,0.49,Not Available,21404383232,10.416,Not Available,3550930000.0,Not Available,GPC,
20.795195,17.048439,9.633733,Not Available,10.56,0.48619,326.282,717574976,0.098009996,1.8649895,0.108,Not Available,25586800640,14.298,Not Available,1422200000.0,Not Available,DRI,
Not Available,9.764427,1.6662247,Not Available,8.44,-0.01274,36.258,1036400000,-0.079629995,1.3278191,0.549,Not Available,16148054016,-1069.408,Not Available,3930900000.0,Not Available,PFG,
7.717742,7.901535,1.055604,Not Available,12.24,0.153,289.501,-1829526400,0.46147,2.3227148,1.534,Not Available,62372274176,15.304,Not Available,46483903000.0,Not Available,AER,
45.26755,14.913598,2.4439368,Not Available,16.02,0.05432,95.001,694400000,0.08291,1.5695196,1.097,Not Available,26227081216,15.672,Not Available,4054700000.0,Not Available,LH,
Not Available,12.144149,2.2611675,Not Available,2.35,-0.02876,56.542,480596000,0.0034400001,1.278147,0.391,Not Available,20753305600,34.071,Not Available,4969417000.0,Not Available,EDR,
11.29373,11.490895,2.227502,Not Available,6.22,0.20882,250.873,1272441088,0.05386,0.37935692,0.18,Not Available,34474561536,11.395,Not Available,6231539000.0,Not Available,DG,
Not Available,114.93708,1.4722404,Not Available,0.73,Not Available,73.78,Not Available,-0.03371,2.7509007,0.872,Not Available,21443993600,19.507,Not Available,8958200000.0,Not Available,LINE,
25.774555,22.14367,8.446516,Not Available,22.31,0.36772,12.905,1106653184,0.098400004,1.6366816,1.236,Not Available,22620227584,16.446,Not Available,2838000.0,Not Available,EME,
8.928572,10.052286,1.8132187,Not Available,6.47,0.21279,Not Available,Not Available,0.46368998,2.9718444,Not Available,Not Available,25687427072,Not Available,Not Available,15982000000.0,Not Available,SYF,
38.329914,21.85859,4.249839,Not Available,10.26,0.11401,3.235,413269120,0.16604,4.226584,1.067,Not Available,15825123328,19.295,Not Available,Not Available,Not Available,ALGN,
Not Available,27.163242,17.786327,Not Available,0.57,-0.44426,124.782,453889984,-0.24764,4.159749,0.572,Not Available,19623868416,-102.687,Not Available,1253760000.0,Not Available,DKNG,
28.136202,13.642233,2.848951,Not Available,5.75,0.10818,107.114,1102499968,0.22179002,3.373284,0.521,Not Available,26200608768,13.547,Not Available,6668500000.0,Not Available,SSNC,
49.133335,19.877552,2.7098908,Not Available,1.13,0.058130004,88.619,658374976,0.07309,2.2065716,0.842,Not Available,19684272128,18.285,Not Available,5276700000.0,Not Available,AVTR,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,KKRS,
16.206882,17.125174,8.586542,Not Available,22.87,0.54978,82.149,719191232,0.12899,1.658957,0.386,Not Available,20024999936,10.957,Not Available,Not Available,Not Available,ULTA,
79.304344,67.89907,2.8142936,Not Available,1.34,0.0397,38.315,283249984,0.125,6.057485,2.289,Not Available,21806123008,27.568,Not Available,2870000000.0,Not Available,FWONK,
23.975178,23.967302,12.229727,Not Available,8.13,0.55959,58.415,1147021056,0.16212,3.2934408,0.783,Not Available,22163648512,13.613,Not Available,Not Available,Not Available,WSM,
6.810691,8.756633,1.6181178,Not Available,6.98,0.24212,109.665,1054374976,0.11022,0.7287605,1.031,Not Available,22932785152,7.561,Not Available,6195000000.0,Not Available,APTV,
11.735941,12.4998045,1.948922,Not Available,3.73,0.17711,70.271,1272249984,0.2674,1.4906951,2.243,Not Available,26309337088,8.694,Not Available,6598000000.0,Not Available,FOXA,
18.643139,9.554397,0.9275012,Not Available,3.87,0.05426,Not Available,Not Available,0.27183,2.9446137,Not Available,Not Available,25884903424,Not Available,Not Available,13467000000.0,Not Available,CFG,
67.677414,63.422646,2.150986,Not Available,2.13,0.03295,99.146,1218475008,0.2275,5.2396126,0.95,Not Available,23580391424,19.373,Not Available,5712200000.0,Not Available,SUI,
163.83333,15.722466,1.4238809,Not Available,8.19,0.01255,48.954,502500000,0.08181,1.252137,1.986,Not Available,18267136000,10.065,Not Available,4607000000.0,Not Available,WLK,
21.706667,18.646097,2.0142283,Not Available,1.74,0.09573,188.828,-1512749952,0.22575001,2.4781306,0.492,Not Available,40435240960,13.12,Not Available,17559000000.0,Not Available,CNP,
13.308843,13.594047,1.7855115,Not Available,7.64,0.13732,Not Available,Not Available,0.30661,2.6959324,Not Available,Not Available,29849808896,Not Available,Not Available,13406000000.0,Not Available,NTRS,
Not Available,14.095723,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TVE,
29.073069,20.321945,2.615113,Not Available,6.65,0.093260005,47.856,1148129280,0.07455,1.0189984,1.108,Not Available,20560537600,13.927,Not Available,1348594000.0,Not Available,J,
20.360544,16.540665,2.0861504,Not Available,1.69,0.10005,36.305,702241472,0.08943,1.371526,0.984,Not Available,19756959744,14.593,Not Available,2850944000.0,Not Available,HRL,
24.44289,24.279976,Not Available,Not Available,8.65,Not Available,Not Available,728124992,0.68945,13.066709,0.433,Not Available,21311291392,19.566,Not Available,1790200000.0,Not Available,VRSN,
22.995193,18.092085,6.428764,Not Available,10.52,0.30241,131.956,670400000,0.12810001,1.7708513,0.545,Not Available,18280175616,12.907,Not Available,2622100000.0,Not Available,AVY,
55.273838,25.353752,6.1125755,Not Available,16.04,0.11873999,69.307,666750016,0.15618,4.494528,0.887,Not Available,22621532160,28.171,Not Available,2047000000.0,Not Available,ZBRA,
20.79787,17.737291,Not Available,Not Available,4.42,5.70874,2238.028,891000000,0.18003,2.140519,1.111,Not Available,19633563648,13.142,Not Available,2945000000.0,Not Available,MAS,
24.322079,13.252269,18.251633,Not Available,14.36,0.38564998,255.417,1666875008,0.21181999,1.7945826,0.592,Not Available,26916726784,15.649,Not Available,6253000000.0,Not Available,EXPE,
50.98165,32.54561,7.2488914,Not Available,1.72,0.16620001,6.466,253000000,Not Available,Not Available,0.879,Not Available,23544817664,Not Available,Not Available,Not Available,Not Available,BAM,
286.8333,24.323141,3.6183336,Not Available,1.18,0.01891,23.066,13432250,0.12637,8.071704,0.958,Not Available,23704033280,41.653,Not Available,1284353000.0,Not Available,CCJ,
Not Available,Not Available,47.333332,Not Available,Not Available,-0.53126,1763.77,39527752,0.01508,Not Available,0.578,Not Available,18767458304,44.751,Not Available,3655850000.0,Not Available,BKDT,
20.32258,15.551139,2.4870467,Not Available,9.76,0.13224,100.708,853249984,0.14187999,1.7691778,1.023,Not Available,23194214400,12.85,Not Available,4410000000.0,Not Available,DGX,
40.022038,30.132671,18.476408,Not Available,9.62,0.45173,449.561,311192736,0.0446,1.8024027,0.349,Not Available,22520664064,23.424,Not Available,1394942000.0,Not Available,BURL,
48.658123,18.883196,2.2919602,Not Available,3.0,0.04797,69.707,953000000,0.05356,1.0610482,1.021,Not Available,24633954304,12.6,Not Available,5455000000.0,Not Available,IP,
11.469415,29.741379,1.0879025,Not Available,2.9,0.10669,52.247,1227500032,0.15069,1.0846455,0.502,Not Available,22890244096,7.078,Not Available,7919000000.0,Not Available,L,
16.31116,15.412587,7.00553,Not Available,14.82,0.40762,150.314,440401760,0.13533,1.3853713,0.641,Not Available,20227069952,10.593,Not Available,1483260000.0,Not Available,DKS,
33.118027,24.920513,9.18795,Not Available,18.68,0.30411,82.338,555261760,0.23386,7.992311,1.08,Not Available,19052716032,22.923,Not Available,1241131000.0,Not Available,FDS,
11.315648,12.7286415,2.1204922,Not Available,10.04,0.19703,40.575,105506936,0.091079995,1.0701227,1.198,Not Available,21178116096,7.875,Not Available,2611069000.0,Not Available,STLD,
Not Available,19.667189,1.8491849,Not Available,1.59,-0.00447,87.36,-1718249984,0.0027700001,0.7032276,0.783,Not Available,18964563968,11.275,Not Available,7903000000.0,Not Available,LUV,
21.510721,20.377148,6.554018,Not Available,5.38,0.30290002,23.009,454065632,0.1005,1.5565305,1.461,Not Available,14698460160,14.597,Not Available,Not Available,Not Available,EXPD,
31.072071,21.133734,4.346785,Not Available,7.18,0.14192,47.555,463574624,0.07304,1.4161974,0.677,Not Available,20556838912,13.031,Not Available,1326107000.0,Not Available,JBHT,
72.41739,90.468636,2.5698946,Not Available,1.3,0.0397,38.315,283249984,0.125,6.0574803,2.289,Not Available,19935184896,25.203,Not Available,2870000000.0,Not Available,FWONA,
17.860605,10.025889,1.6641256,Not Available,2.33,0.095979996,18.111,994750016,0.26087,3.9467237,1.494,Not Available,23234985984,6.737,Not Available,1586000000.0,Not Available,CTRA,
11.163814,19.429789,1.8539121,Not Available,2.35,0.17711,70.271,1272249984,0.2674,1.4906937,2.243,Not Available,25240573952,8.341,Not Available,6598000000.0,Not Available,FOX,
12.798569,8.437578,3.0874953,Not Available,12.09,0.27245,291.676,-1218749952,0.10699,0.6306873,0.694,Not Available,54509694976,7.284,Not Available,25057000000.0,Not Available,UAL,
5.6500783,5.6861334,1.0155401,Not Available,66.47,0.20858,22.087,3494437376,0.16320999,0.94701177,0.32,Not Available,13422554112,Not Available,Not Available,1059000000.0,Not Available,EG,
86.49351,29.964905,13.164657,Not Available,2.21,0.24070999,258.716,422654752,0.18277,7.500564,0.153,Not Available,11419771904,18.693,Not Available,1943837000.0,Not Available,RYAN,
12.106299,7.2542057,1.9964939,Not Available,4.39,0.17276,74.157,-2120379520,1.30173,7.9953012,1.532,Not Available,23659692032,Not Available,Not Available,6135285000.0,Not Available,RPRX,
25.868813,14.407224,11.453151,Not Available,6.9,0.31931,433.016,1812375040,-0.14025,0.7529047,0.593,Not Available,31626211328,14.421,Not Available,10133000000.0,Not Available,NRG,
103.55422,Not Available,34.38,Not Available,Not Available,-0.39761,1449.896,354750016,0.06485,Not Available,0.663,Not Available,19801141248,19.683,Not Available,4698000000.0,Not Available,QRTEP,
34.335667,Not Available,8.306079,Not Available,Not Available,0.33828,282.907,Not Available,-0.52962,3.0318766,1.258,Not Available,17380841472,Not Available,Not Available,5227512000.0,Not Available,SLMBP,
70.45033,28.568895,4.471063,Not Available,3.84,0.06566,116.874,1176412416,0.16921,5.0140014,1.605,Not Available,19823501312,22.093,Not Available,4577141000.0,Not Available,ENTG,
21.105455,9.945594,1.9677244,Not Available,6.19,0.09932,51.326,3367624960,0.12212,1.1738365,0.285,Not Available,15413019648,7.937,Not Available,3887000000.0,Not Available,FNF,
78.122856,55.72255,60.0813,Not Available,4.93,0.89778,9.239,252207120,0.15827,16.29559,1.145,Not Available,16459265024,61.889,Not Available,Not Available,Not Available,MANH,
17.321663,12.418716,2.1125672,Not Available,6.7,0.12597999,56.941,656625024,0.07937,1.0503634,0.649,Not Available,17354096640,10.55,Not Available,3517000000.0,Not Available,TXT,
10.682698,8.491791,0.4323675,Not Available,20.68,0.16118999,Not Available,Not Available,0.45051998,0.83350414,Not Available,Not Available,11090483200,Not Available,Not Available,26245340000.0,Not Available,BAP,
46.98637,70.16191,17.304096,Not Available,3.87,0.48786,128.909,106075000,0.16198,9.751821,2.525,Not Available,19885230080,48.43,Not Available,1366400000.0,Not Available,PODD,
27.79798,11.22972,8.07986,Not Available,2.45,0.2766,409.342,1277500032,0.41581002,4.3904905,0.273,Not Available,24808960000,13.714,Not Available,8429000000.0,Not Available,GEN,
170.00002,37.52547,16.679247,Not Available,1.85,0.111899994,19.292,563358848,0.03257,7.18614,1.744,Not Available,16004491264,56.799,Not Available,100000000.0,Not Available,PSTG,
41.27778,30.07935,1.4278394,Not Available,0.7,0.03829,78.638,836519104,0.33708,7.653379,3.264,Not Available,22902622208,19.152,Not Available,7616796000.0,Not Available,KIM,
Not Available,5.833997,1.3486134,Not Available,5.62,-0.113929994,83.188,-330249984,-0.17649001,1.1299853,0.234,Not Available,25598400512,-29.975,Not Available,11622000000.0,Not Available,CRBG,
18.301888,12.187154,3.5753777,Not Available,0.79,0.1958,196.619,511750016,0.105579995,1.0346714,0.591,Not Available,21503129600,11.294,Not Available,6603000000.0,Not Available,AMCR,
Not Available,-117.991554,22.376713,Not Available,-1.21,-0.25816,54.151,-2233375,-0.089449994,13.647168,4.078,Not Available,20460216320,-95.43,Not Available,282945000.0,Not Available,NTRA,
Not Available,26.34835,8.214826,Not Available,0.41,-0.4062,191.874,491117120,-0.12619,3.5262501,3.861,Not Available,19262881792,-25.077,Not Available,3749400000.0,Not Available,SNAP,
Not Available,15.544529,1.4662791,Not Available,5.49,-0.02031,79.081,1474375040,0.074990004,0.8446011,0.34,Not Available,19698589696,11.84,Not Available,6101000000.0,Not Available,SWK,
4.143762,11.915059,3.245294,Not Available,11.46,0.59564996,159.393,3382625024,0.13686,0.59338135,1.383,Not Available,25462392832,6.321,Not Available,14882000000.0,Not Available,THC,
